sub_dept,transactions,exposure_pct
402 SPRINGS,59,0.03848135610907834
401 CORDLESS HIGH VOLTAGE,59,0.03848135610907834
400 VENTILATION,58,0.037829129734348196
400 PLUMBING TOOLS,57,0.037176903359618055
401 BASIN AND BATH TAPS,57,0.037176903359618055
403 OUTDOOR BLINDS,57,0.037176903359618055
401 IRONING,52,0.03391577148596735
401 INDEPENDENT LIVING,51,0.033263545111237205
400 NON STRUCTURAL TIMBER,51,0.033263545111237205
402 GARDEN AND POND LIGHTING,49,0.03195909236177692
402 WORK BENCHES AND STANDS,49,0.03195909236177692
401 SEMI PERMANENT SHADE,48,0.03130686598704678
400 PAVING PAINT,48,0.03130686598704678
401 PETROL OPE,47,0.030654639612316643
400 CLADDING,47,0.030654639612316643
400 WATER SAVING AGENT,47,0.030654639612316643
400 NZ HOT DRINKS,47,0.030654639612316643
400 PET ACCOMODATION,44,0.028697960488126218
400 MELAMINE,43,0.028045734113396076
400 NZ SNACK FOODS,41,0.026741281363935793
400 BENCH AND STORAGE,41,0.026741281363935793
402 PENDANTS,40,0.026089054989205655
400 ELECTRONIC EQUIPMENT,38,0.024784602239745372
400 COMPONENT SHELVING SYSTEMS,38,0.024784602239745372
400 TROPICAL,36,0.02348014949028509
402 COMPRESSORS,35,0.022827923115554948
400 HEAVY LIFTING,35,0.022827923115554948
400 VERTICAL GARDEN,35,0.022827923115554948
400 STRUCTURAL OTHER,34,0.022175696740824806
400 FLASHINGS,33,0.021523470366094664
401 PLANK FLOORING,31,0.02021901761663438
400 NZ COLD FOOD SWEET,31,0.02021901761663438
400 INTERNAL TIMBER DOOR,30,0.01956679124190424
400 CONCRETE SEALERS CLEANERS,30,0.01956679124190424
400 SPECIALTY BOARDS,29,0.018914564867174098
400 NZ HOT FOOD,29,0.018914564867174098
400 FURNITURE LOUNGES,26,0.016957885742983674
400 EQUIPMENT STORAGE,26,0.016957885742983674
400 PALMS,25,0.016305659368253532
400 BOUTIQUE PAINT,23,0.01500120661879325
400 HOLIDAYS,23,0.01500120661879325
402 CHEST AND TROLLEY,22,0.014348980244063109
STORE USE MERCHANDISE,21,0.013696753869332967
400 INTERIOR WATERPROOFING,21,0.013696753869332967
HIRE SHOP OTHER SDT,21,0.013696753869332967
400 TANKS,21,0.013696753869332967
400 MDF MOULDINGS,20,0.013044527494602828
401 OUTDOOR STRUCTURES,20,0.013044527494602828
402 MODULAR LAUNDRY,20,0.013044527494602828
400 FURNITURE SETTINGS,20,0.013044527494602828
HIRE SHOP CHARGES SDT,19,0.012392301119872686
401 GARAGE AND GATE OPENERS,18,0.011740074745142545
400 ADDITIVES,17,0.011087848370412403
400 MISC POWER GARDEN,17,0.011087848370412403
400 CUTTING AND SERVICE CHARGE,17,0.011087848370412403
400 BENCHTOP,16,0.010435621995682261
401  LAUNDRY TAPS,16,0.010435621995682261
400 NZ ICECREAMS,15,0.00978339562095212
400 NETWORKING,15,0.00978339562095212
400 TRADE PAINT,12,0.007826716496761695
400 PLANTS OFF RANGE,12,0.007826716496761695
400 HALLOWEEN,12,0.007826716496761695
400 DEEP SEAT SETTINGS,12,0.007826716496761695
401 STEEL CONSTRUCTION,12,0.007826716496761695
400 WORKBENCHES,12,0.007826716496761695
401 PORTABLE POWER,12,0.007826716496761695
401 AIR CONDITIONING,11,0.0071744901220315545
401 MODULAR BENCHTOPS,11,0.0071744901220315545
400 TIMBER CLADDING,10,0.006522263747301414
400 HERITAGE STAIR AND FASCIA,10,0.006522263747301414
400 HERITAGE STAIR N FASCIA OD,10,0.006522263747301414
400 NETWORK DEVICES,9,0.005870037372571272
OTHER DEPARTMENT OFFRANGE SD,8,0.005217810997841131
402 SPLASHBACKS,8,0.005217810997841131
402 LAUNDRY TROUGHS,8,0.005217810997841131
400 TIMBER FLOORING,8,0.005217810997841131
400 CONSTRUCTION TOOLS,7,0.004565584623110989
400 CONCERTINA DOOR,7,0.004565584623110989
400 DOOR CAVITY,7,0.004565584623110989
400 JAMB,7,0.004565584623110989
400 NZ COLD FOOD SAVORY,7,0.004565584623110989
400 BLDING SUPPLIES OFF RANGE,6,0.003913358248380848
400 GARDEN CARE OFF RANGE,5,0.003261131873650707
402 CEILING FANS,5,0.003261131873650707
400 CABINETS,5,0.003261131873650707
403 INTERIOR DECOR,5,0.003261131873650707
400 EXTERNAL DOOR,5,0.003261131873650707
400 ENERGY,5,0.003261131873650707
400 GARAGE SYSTEMS,4,0.0026089054989205654
400 SPEC CEMENT PRODUCTS,4,0.0026089054989205654
TRADE BRANDED MERCHANDISE,3,0.001956679124190424
400 SMART HOME DEVICES,3,0.001956679124190424
400 MISC OPE ACCESSORIES,2,0.0013044527494602827
400 BRICK BLOCK AND TILE,2,0.0013044527494602827
BUILDING EQUIPMENT SDT,2,0.0013044527494602827
400 CLEANING AND ACC OFFRANGE,2,0.0013044527494602827
401 ELECTRICAL OFF RANGE,2,0.0013044527494602827
401 BBQ OFF RANGE,2,0.0013044527494602827
400 HOME AND SAFETY OFF RANGE,2,0.0013044527494602827
400 TOOL ACCESS OFF RANGE,2,0.0013044527494602827
400 NZ NON FOOD BULK PRODUCTS,2,0.0013044527494602827
402 KITCHENS OFF RANGE,2,0.0013044527494602827
400 FENCE AND LSCAPE OFF RANGE,2,0.0013044527494602827
400 FLOORING OFF RANGE,2,0.0013044527494602827
400 GARDEN DECOR OFF RANGE,2,0.0013044527494602827
400 DOORS OFF RANGE,1,0.0006522263747301413
400 SKYLIGHTS AND ROOF WINDOWS,1,0.0006522263747301413
400 ENGINEERING TIMBER,1,0.0006522263747301413
403 WIN FURNISHINGS OFFRANGE,1,0.0006522263747301413
401 SCREENING,1,0.0006522263747301413
400 POWER GARDEN OFF RANGE,1,0.0006522263747301413
401 GARDEN TOOLS OFF RANGE,1,0.0006522263747301413
OTHER DEPARTMENT SD,1,0.0006522263747301413
400 PAINT OFF RANGE,1,0.0006522263747301413
400 PUBLICATION,1,0.0006522263747301413
